slug,side,stake,buy_price,n_contracts,opened_at,resolves_at,horizon,edge,touch_price,won,gross_payout,fee_cost,pnl_net,family
bitcoin-up-or-down-september-2-2026-8pm-et,buy_no,89.0720963,0.6849999999999999,130.0322573722628,2026-09-03 00:12:16.710688+00:00,2026-09-03 00:59:59.999999999+00:00,0.75,0.05455879254137308,0.6799999999999999,True,130.0322573722628,0.0,40.96016107226279,hourly
bitcoin-up-or-down-september-2-2026-9pm-et,buy_yes,87.83574550000002,0.885,99.24942994350285,2026-09-03 01:12:44.534875+00:00,2026-09-03 02:00:00+00:00,0.75,0.039738998395565606,0.88,True,99.24942994350285,0.0,11.41368444350283,hourly
bitcoin-up-or-down-september-2-2026-10pm-et,buy_no,10.888235000000002,0.515,21.14220388349515,2026-09-03 02:12:53.713062+00:00,2026-09-03 03:00:00+00:00,0.75,0.05104267492943537,0.51,False,0.0,0.0,-10.888235000000002,hourly
bitcoin-up-or-down-september-2-2026-11pm-et,buy_no,876.4210488000001,0.6259518899007336,1400.1412296062995,2026-09-03 03:32:40.055857+00:00,2026-09-03 03:59:59.999999999+00:00,0.5,0.04892115606955805,0.62,True,1400.1412296062995,0.0,523.7201808062994,hourly
bitcoin-up-or-down-september-3-2026-12am-et,buy_no,40.25194640000001,0.365,110.27930520547947,2026-09-03 04:12:08.764777+00:00,2026-09-03 04:59:59.999999999+00:00,0.75,0.03098399715002076,0.36,False,0.0,0.0,-40.25194640000001,hourly
bitcoin-up-or-down-september-3-2026-1am-et,buy_no,47.00760230000001,0.715,65.74489832167833,2026-09-03 05:12:26.353390+00:00,2026-09-03 06:00:00+00:00,0.75,0.06748948004678523,0.71,False,0.0,0.0,-47.00760230000001,hourly
bitcoin-up-or-down-september-3-2026-2am-et,buy_no,21.793578200000002,0.6849999999999999,31.815442627737234,2026-09-03 06:13:03.950994+00:00,2026-09-03 07:00:00+00:00,0.75,0.0783353043842675,0.6799999999999999,False,0.0,0.0,-21.793578200000002,hourly
bitcoin-up-or-down-september-3-2026-3am-et,buy_yes,9.129251100000001,0.835,10.933234850299403,2026-09-03 07:12:18.152203+00:00,2026-09-03 08:00:00+00:00,0.75,0.04341753088070699,0.83,False,0.0,0.0,-9.129251100000001,hourly
bitcoin-up-or-down-september-3-2026-5am-et,buy_no,559.0141455,0.775,721.3085748387097,2026-09-03 09:33:06.289942+00:00,2026-09-03 10:00:00+00:00,0.5,0.05885119399276062,0.77,True,721.3085748387097,0.0,162.29442933870962,hourly
bitcoin-up-or-down-september-3-2026-6am-et,buy_no,197.3979868,0.49499999999999994,398.7838117171718,2026-09-03 10:12:16.867079+00:00,2026-09-03 11:00:00+00:00,0.75,0.09371430896289729,0.49,False,0.0,0.0,-197.3979868,hourly
bitcoin-up-or-down-september-3-2026-8am-et,buy_yes,721.8032489999998,0.8670880758264298,832.4451334566472,2026-09-03 12:33:07.068292+00:00,2026-09-03 13:00:00.000000001+00:00,0.5,0.04003691619301686,0.86,True,832.4451334566472,0.0,110.6418844566474,hourly
bitcoin-up-or-down-september-3-2026-9am-et,buy_no,61.989025100000006,0.525,118.07433352380953,2026-09-03 13:13:09.783328+00:00,2026-09-03 13:59:59.999999999+00:00,0.75,0.14068717737752612,0.52,False,0.0,0.0,-61.989025100000006,hourly
bitcoin-up-or-down-september-3-2026-12pm-et,buy_no,368.51586190000006,0.835,441.33636155688635,2026-09-03 16:13:02.926096+00:00,2026-09-03 17:00:00+00:00,0.75,0.11926058065884027,0.83,True,441.33636155688635,0.0,72.82049965688628,hourly
bitcoin-up-or-down-september-3-2026-1pm-et,buy_no,13.029171200000002,0.535,24.353591028037386,2026-09-03 17:12:33.400877+00:00,2026-09-03 17:59:59.999999999+00:00,0.75,0.0903295544205499,0.53,False,0.0,0.0,-13.029171200000002,hourly
bitcoin-up-or-down-september-3-2026-2pm-et,buy_no,5.6000000000000005,0.535,10.46728971962617,2026-09-03 18:32:32.850137+00:00,2026-09-03 18:59:59.999999999+00:00,0.5,0.19763947840593,0.53,False,0.0,0.0,-5.6000000000000005,hourly
bitcoin-up-or-down-september-3-2026-3pm-et,buy_no,60.0,0.605,99.17355371900827,2026-09-03 19:12:48.206035+00:00,2026-09-03 19:59:59.999999999+00:00,0.75,0.041153926500508975,0.6,False,0.0,0.0,-60.0,hourly
bitcoin-up-or-down-september-3-2026-4pm-et,buy_no,40.075423300000004,0.605,66.2403690909091,2026-09-03 20:12:50.569229+00:00,2026-09-03 20:59:59.999999998+00:00,0.75,0.1794115406562854,0.6,True,66.2403690909091,0.0,26.164945790909094,hourly
bitcoin-up-or-down-september-3-2026-5pm-et,buy_no,157.143,0.17811949624386153,882.2335752895751,2026-09-03 21:52:16.727455+00:00,2026-09-03 22:00:00.000000001+00:00,0.08333333333333333,0.05895465990891763,0.17000000000000004,False,0.0,0.0,-157.143,hourly
bitcoin-up-or-down-september-3-2026-6pm-et,buy_no,9.967739000000002,0.705,14.138636879432628,2026-09-03 22:12:36.291335+00:00,2026-09-03 22:59:59.999999999+00:00,0.75,0.1565948270210853,0.7,True,14.138636879432628,0.0,4.170897879432626,hourly
bitcoin-up-or-down-september-3-2026-7pm-et,buy_no,24.407407300000003,0.605,40.34282198347108,2026-09-03 23:11:55.722148+00:00,2026-09-03 23:59:59.999999999+00:00,0.75,0.09319654988742376,0.6,False,0.0,0.0,-24.407407300000003,hourly
bitcoin-up-or-down-september-3-2026-8pm-et,buy_no,14.785842900000004,0.5750000000000001,25.71450939130435,2026-09-04 00:12:37.306676+00:00,2026-09-04 00:59:59.999999998+00:00,0.75,0.062110470862994815,0.5700000000000001,True,25.71450939130435,0.0,10.928666491304346,hourly
bitcoin-up-or-down-september-3-2026-9pm-et,buy_no,260.175,0.7298010054186008,356.50129017124095,2026-09-04 01:32:48.665689+00:00,2026-09-04 01:59:59.999999999+00:00,0.5,0.05724359945995072,0.72,True,356.50129017124095,0.0,96.32629017124094,hourly
bitcoin-up-or-down-september-3-2026-10pm-et,buy_no,14.056980199999998,0.795,17.681736100628928,2026-09-04 02:12:34.406316+00:00,2026-09-04 03:00:00+00:00,0.75,0.07960175438663675,0.79,True,17.681736100628928,0.0,3.62475590062893,hourly
bitcoin-up-or-down-september-3-2026-11pm-et,buy_yes,41.7759562,0.615,67.92838406504066,2026-09-04 03:12:26.408306+00:00,2026-09-04 03:59:59.999999998+00:00,0.75,0.03473051827998641,0.61,True,67.92838406504066,0.0,26.152427865040657,hourly
bitcoin-up-or-down-september-4-2026-1am-et,buy_no,38.883099,0.645,60.283874418604654,2026-09-04 05:12:42.859886+00:00,2026-09-04 05:59:59.999999999+00:00,0.75,0.05903518286619813,0.64,True,60.283874418604654,0.0,21.400775418604653,hourly
bitcoin-up-or-down-september-4-2026-3am-et,buy_yes,2.8725489,0.745,3.8557703355704698,2026-09-04 07:12:03.621768+00:00,2026-09-04 07:59:59.999999998+00:00,0.75,0.035589483302065794,0.74,False,0.0,0.0,-2.8725489,hourly
bitcoin-up-or-down-september-4-2026-5am-et,buy_no,400.50238360000026,0.5968529082950742,671.0235939773598,2026-09-04 09:32:56.885735+00:00,2026-09-04 09:59:59.999999999+00:00,0.5,0.10448770786314587,0.5900000000000001,True,671.0235939773598,0.0,270.5212103773596,hourly
bitcoin-up-or-down-september-4-2026-6am-et,buy_no,31.884225800000003,0.5750000000000001,55.45082747826087,2026-09-04 10:12:48.013364+00:00,2026-09-04 10:59:59.999999998+00:00,0.75,0.09360035401728306,0.5700000000000001,False,0.0,0.0,-31.884225800000003,hourly
bitcoin-up-or-down-september-4-2026-8am-et,buy_no,26.8490191,0.5950000000000001,45.12440184873949,2026-09-04 12:12:03.773233+00:00,2026-09-04 12:59:59.999999999+00:00,0.75,0.07363751454243517,0.5900000000000001,True,45.12440184873949,0.0,18.27538274873949,hourly
bitcoin-up-or-down-september-4-2026-9am-et,buy_no,480.5096,0.579434000507695,829.274083983649,2026-09-04 13:12:04.212796+00:00,2026-09-04 14:00:00+00:00,0.75,0.23819430596668734,0.5700000000000001,True,829.274083983649,0.0,348.76448398364903,hourly
bitcoin-up-or-down-september-4-2026-10am-et,buy_no,68.51367950000001,0.525,130.50224666666668,2026-09-04 14:12:11.285177+00:00,2026-09-04 14:59:59.999999999+00:00,0.75,0.17261173677157748,0.52,True,130.50224666666668,0.0,61.98856716666667,hourly
bitcoin-up-or-down-september-4-2026-1pm-et,buy_no,8.9448971,0.5950000000000001,15.033440504201678,2026-09-04 17:12:36.709796+00:00,2026-09-04 17:59:59.999999998+00:00,0.75,0.09124803716171204,0.5900000000000001,True,15.033440504201678,0.0,6.088543404201678,hourly
bitcoin-up-or-down-september-4-2026-3pm-et,buy_no,117.75,0.24953761416541584,471.87274909963986,2026-09-04 19:32:56.715849+00:00,2026-09-04 20:00:00.000000001+00:00,0.5,0.041803166467798386,0.24,False,0.0,0.0,-117.75,hourly
bitcoin-up-or-down-september-4-2026-4pm-et,buy_no,337.5948,0.6497220815121004,519.5987786259542,2026-09-04 20:32:53.181480+00:00,2026-09-04 20:59:59.999999998+00:00,0.5,0.03756251075089656,0.64,True,519.5987786259542,0.0,182.00397862595418,hourly
bitcoin-up-or-down-september-4-2026-5pm-et,buy_no,165.315,0.28819109727403786,573.629794826048,2026-09-04 21:52:08.965144+00:00,2026-09-04 22:00:00.000000001+00:00,0.08333333333333333,0.04736198376912021,0.28,True,573.629794826048,0.0,408.31479482604806,hourly
bitcoin-up-or-down-september-4-2026-7pm-et,buy_no,247.65,0.340155729595308,728.048886004759,2026-09-04 23:42:34.421914+00:00,2026-09-04 23:59:59.999999999+00:00,0.25,0.03172016535461303,0.32999999999999996,False,0.0,0.0,-247.65,hourly
bitcoin-up-or-down-september-5-2026-9am-et,buy_no,309.8269437000001,0.5973607237139367,518.6597166511564,2026-09-05 13:12:43.288502+00:00,2026-09-05 13:59:59.999999999+00:00,0.75,0.031881020590829534,0.5900000000000001,True,518.6597166511564,0.0,208.8327729511563,hourly
bitcoin-up-or-down-september-5-2026-1pm-et,buy_no,176.12720000000002,0.46297063971903396,380.4284438142503,2026-09-05 17:12:27.039725+00:00,2026-09-05 18:00:00+00:00,0.75,0.03711916856795294,0.44999999999999996,False,0.0,0.0,-176.12720000000002,hourly
bitcoin-up-or-down-september-5-2026-2pm-et,buy_no,363.26055299999996,0.6519815844738334,557.1638243328007,2026-09-05 18:12:03.919171+00:00,2026-09-05 19:00:00+00:00,0.75,0.04260118766912602,0.64,True,557.1638243328007,0.0,193.90327133280073,hourly
bitcoin-up-or-down-september-5-2026-7pm-et,buy_no,104.30017110000001,0.635,164.25223795275593,2026-09-05 23:12:38.238327+00:00,2026-09-06 00:00:00+00:00,0.75,0.032701911638054026,0.63,False,0.0,0.0,-104.30017110000001,hourly
bitcoin-up-or-down-september-6-2026-1am-et,buy_no,360.1185241,0.665637189160774,541.0132275722641,2026-09-06 05:12:39.778317+00:00,2026-09-06 06:00:00+00:00,0.75,0.0379052252299642,0.6599999999999999,False,0.0,0.0,-360.1185241,hourly
bitcoin-up-or-down-september-6-2026-3am-et,buy_no,108.62899489999998,0.705,154.08368070921983,2026-09-06 07:12:29.930568+00:00,2026-09-06 07:59:59.999999998+00:00,0.75,0.04853944770183638,0.7,False,0.0,0.0,-108.62899489999998,hourly
bitcoin-up-or-down-september-6-2026-7am-et,buy_no,249.21447409999996,0.705,353.4957079432624,2026-09-06 11:12:20.222314+00:00,2026-09-06 12:00:00.000000001+00:00,0.75,0.035110572338875934,0.7,True,353.4957079432624,0.0,104.28123384326244,hourly
bitcoin-up-or-down-september-6-2026-10am-et,buy_no,146.4681114,0.645,227.08234325581395,2026-09-06 14:12:03.482158+00:00,2026-09-06 15:00:00+00:00,0.75,0.04476596752523909,0.64,True,227.08234325581395,0.0,80.61423185581396,hourly
bitcoin-up-or-down-september-6-2026-11am-et,buy_no,593.6410000000001,0.5102259163671015,1163.4865673363454,2026-09-06 15:12:39.821075+00:00,2026-09-06 16:00:00+00:00,0.75,0.05558798390329267,0.5,False,0.0,0.0,-593.6410000000001,hourly
bitcoin-up-or-down-september-6-2026-5pm-et,buy_no,575.1892,0.519622184449487,1106.9373425797503,2026-09-06 21:32:51.851858+00:00,2026-09-06 22:00:00+00:00,0.5,0.06262917066545759,0.51,False,0.0,0.0,-575.1892,hourly
bitcoin-up-or-down-september-6-2026-6pm-et,buy_no,208.37838090000002,0.8370232425094853,248.95172597030796,2026-09-06 22:12:21.361735+00:00,2026-09-06 22:59:59.999999999+00:00,0.75,0.05949203562220362,0.83,False,0.0,0.0,-208.37838090000002,hourly
bitcoin-up-or-down-september-6-2026-7pm-et,buy_yes,498.3525989000001,0.7084747586122687,703.4161666904728,2026-09-06 23:12:44.819199+00:00,2026-09-07 00:00:00+00:00,0.75,0.0565358885798144,0.7,True,703.4161666904728,0.0,205.0635677904727,hourly
bitcoin-up-or-down-september-6-2026-8pm-et,buy_no,408.6971326000002,0.5504050285405505,742.5388784759075,2026-09-07 00:12:39.203089+00:00,2026-09-07 01:00:00.000000001+00:00,0.75,0.03440968708700998,0.54,True,742.5388784759075,0.0,333.8417458759073,hourly
bitcoin-up-or-down-september-6-2026-9pm-et,buy_no,296.4737454,0.6860217264548513,432.1637842755868,2026-09-07 01:12:08.686875+00:00,2026-09-07 02:00:00.000000001+00:00,0.75,0.08842371477777844,0.6799999999999999,True,432.1637842755868,0.0,135.69003887558682,hourly
bitcoin-up-or-down-september-6-2026-10pm-et,buy_no,69.6907328,0.6749999999999999,103.2455300740741,2026-09-07 02:12:35.281942+00:00,2026-09-07 03:00:00.000000001+00:00,0.75,0.06945247331792603,0.6699999999999999,True,103.2455300740741,0.0,33.55479727407409,hourly
bitcoin-up-or-down-september-6-2026-11pm-et,buy_no,337.1483362000001,0.62005383311774,543.7404273508944,2026-09-07 03:12:34.934981+00:00,2026-09-07 03:59:59.999999999+00:00,0.75,0.08922936152782912,0.61,True,543.7404273508944,0.0,206.5920911508943,hourly
bitcoin-up-or-down-september-7-2026-12am-et,buy_no,446.0,0.4346102150537635,1026.206896551724,2026-09-07 04:12:13.301426+00:00,2026-09-07 04:59:59.999999998+00:00,0.75,0.09277721422694285,0.42000000000000004,False,0.0,0.0,-446.0,hourly
bitcoin-up-or-down-september-7-2026-1am-et,buy_no,87.26044270000003,0.5850000000000001,149.16314991452995,2026-09-07 05:12:09.636035+00:00,2026-09-07 05:59:59.999999999+00:00,0.75,0.043405393135366066,0.5800000000000001,False,0.0,0.0,-87.26044270000003,hourly
bitcoin-up-or-down-september-7-2026-2am-et,buy_no,289.8857412,0.6576271563914825,440.8056120897664,2026-09-07 06:32:58.025423+00:00,2026-09-07 06:59:59.999999999+00:00,0.5,0.0345284250628658,0.65,True,440.8056120897664,0.0,150.9198708897664,hourly
bitcoin-up-or-down-september-7-2026-3am-et,buy_no,250.65888769999998,0.5553701449194703,451.3366265598342,2026-09-07 07:12:48.060076+00:00,2026-09-07 08:00:00+00:00,0.75,0.03096133099655496,0.55,True,451.3366265598342,0.0,200.67773885983422,hourly
bitcoin-up-or-down-september-7-2026-5am-et,buy_no,340.9729,0.6879053425677204,495.6683411227223,2026-09-07 09:42:09.454498+00:00,2026-09-07 10:00:00.000000001+00:00,0.25,0.031592732947507196,0.6799999999999999,True,495.6683411227223,0.0,154.69544112272234,hourly
bitcoin-up-or-down-september-7-2026-9am-et,buy_no,1358.9218887,0.6757442851092005,2011.000194371452,2026-09-07 13:33:02.218569+00:00,2026-09-07 13:59:59.999999998+00:00,0.5,0.05201112784089201,0.6699999999999999,True,2011.000194371452,0.0,652.078305671452,hourly
bitcoin-up-or-down-september-7-2026-10am-et,buy_no,414.3972934000001,0.7549999999999999,548.8705872847684,2026-09-07 14:12:34.508444+00:00,2026-09-07 14:59:59.999999999+00:00,0.75,0.09723747933107396,0.75,True,548.8705872847684,0.0,134.47329388476828,hourly
bitcoin-up-or-down-september-7-2026-11am-et,buy_no,254.5748816,0.7451106897071934,341.66048765189566,2026-09-07 15:12:50.685447+00:00,2026-09-07 16:00:00.000000001+00:00,0.75,0.06907965245956638,0.74,True,341.66048765189566,0.0,87.08560605189567,hourly
bitcoin-up-or-down-september-7-2026-1pm-et,buy_yes,169.37798560000002,0.715,236.89228755244758,2026-09-07 17:12:40.389630+00:00,2026-09-07 17:59:59.999999998+00:00,0.75,0.03597987187245655,0.71,True,236.89228755244758,0.0,67.51430195244757,hourly
bitcoin-up-or-down-september-7-2026-4pm-et,buy_no,265.80365179999995,0.855,310.8814640935672,2026-09-07 20:12:36.582323+00:00,2026-09-07 20:59:59.999999999+00:00,0.75,0.030449343918602656,0.85,True,310.8814640935672,0.0,45.07781229356726,hourly
bitcoin-up-or-down-september-7-2026-7pm-et,buy_yes,122.42445130000002,0.815,150.21405067484665,2026-09-07 23:12:34.236933+00:00,2026-09-07 23:59:59.999999998+00:00,0.75,0.048411784837405936,0.81,True,150.21405067484665,0.0,27.78959937484663,hourly
bitcoin-up-or-down-september-7-2026-8pm-et,buy_no,183.10168650000003,0.6849999999999999,267.3017321167884,2026-09-08 00:12:08.317841+00:00,2026-09-08 00:59:59.999999999+00:00,0.75,0.06781093781640335,0.6799999999999999,False,0.0,0.0,-183.10168650000003,hourly
bitcoin-up-or-down-september-7-2026-11pm-et,buy_no,212.98152000000005,0.505,421.7455841584159,2026-09-08 03:12:36.631945+00:00,2026-09-08 03:59:59.999999999+00:00,0.75,0.05943105821327621,0.5,True,421.7455841584159,0.0,208.76406415841586,hourly
bitcoin-up-or-down-september-8-2026-12am-et,buy_no,102.65225559999999,0.635,161.65709543307085,2026-09-08 04:12:38.606941+00:00,2026-09-08 04:59:59.999999999+00:00,0.75,0.07192201525668818,0.63,True,161.65709543307085,0.0,59.00483983307086,hourly
bitcoin-up-or-down-september-8-2026-1am-et,buy_no,246.35000000000002,0.446410649567884,551.8461538461539,2026-09-08 05:42:42.333488+00:00,2026-09-08 06:00:00+00:00,0.25,0.07213719549647923,0.43999999999999995,True,551.8461538461539,0.0,305.4961538461539,hourly
bitcoin-up-or-down-september-8-2026-2am-et,buy_no,541.262,0.6069806968801853,891.7285224753072,2026-09-08 06:12:40.345307+00:00,2026-09-08 07:00:00+00:00,0.75,0.05621011549425525,0.6,True,891.7285224753072,0.0,350.4665224753072,hourly
bitcoin-up-or-down-september-8-2026-3am-et,buy_no,243.39999999999998,0.8979677201900258,271.05651408994106,2026-09-08 07:52:11.602357+00:00,2026-09-08 08:00:00+00:00,0.08333333333333333,0.04943257016906377,0.89,False,0.0,0.0,-243.39999999999998,hourly
bitcoin-up-or-down-september-8-2026-4am-et,buy_no,379.25908929999997,0.695,545.6965313669065,2026-09-08 08:12:51.009183+00:00,2026-09-08 09:00:00+00:00,0.75,0.08330849559081133,0.69,True,545.6965313669065,0.0,166.4374420669065,hourly
